@relation 'MARSYAS_EMPTYhectorDataset.arff-weka.filters.unsupervised.attribute.Remove-R1,3-5,8-9,17-29,31,33-35,37-60,63,66-76,78-94,96-97,99-124'

@attribute Mean_Acc5_Mean_Mem20_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Std_Mem20_ZeroCrossings_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Std_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Std_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Mean_Mem20_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Mean_Mem20_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Std_Mem20_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute output {0,1,2}

@data
0.016833,6.937254,0.329496,0.427615,0.234801,0.663123,1.00835,1.088951,0.491665,0.205789,1.201641,0.021419,3.941308,0.097859,0.276156,0.003609,0.009746,0.278735,0.003993,1.882437,0
0.019916,6.292558,0.388319,0.468456,-0.12131,0.048477,0.395256,0.797541,0.471497,-0.128763,1.257408,0.011508,4.833223,0.11782,0.38657,0.002946,0.008734,0.292061,0.003853,1.951493,0
0.014875,5.906069,0.754882,0.653586,0.427359,0.225838,0.171973,1.050683,0.990573,-0.011042,1.215009,0.020007,4.140318,0.078318,0.217965,0.001933,0.006567,0.140456,0.004085,2.027859,0
0.019166,6.384368,0.333765,0.744848,0.121464,0.049758,0.388576,0.685093,0.505487,-0.185726,1.285782,0.013431,3.784194,0.078202,0.356276,0.004579,0.014737,0.081647,0.003908,2.0086,0
0.018277,6.371789,0.528432,0.893825,0.275308,-0.167719,-0.074843,0.408933,0.196299,0.058534,1.373381,0.006325,3.781952,0.093212,0.454367,0.003492,0.011834,0.547815,0.003975,1.886088,0
0.01678,6.060292,0.59974,0.576742,0.342221,0.358223,0.678906,0.648554,0.434579,0.011708,1.217727,0.008574,4.471632,0.067562,0.204344,0.002183,0.007691,0.351387,0.004264,2.073969,0
0.021071,6.304294,0.509077,0.885145,-0.069802,0.0351,0.269124,0.803461,0.402956,-0.058584,1.264334,0.006548,3.610106,0.079182,0.232357,0.005132,0.015926,0.10304,0.003875,1.839217,0
0.016597,5.705862,0.974466,0.672644,0.420292,0.662256,0.453198,0.467961,0.683667,0.187909,1.256065,0.00928,3.699181,0.058176,0.199647,0.002758,0.008284,0.12372,0.004793,2.061247,0
0.017541,6.695738,0.291758,0.534976,0.05987,0.662765,0.931817,0.974399,0.717171,0.136285,1.198824,0.01497,3.836911,0.098844,0.323055,0.003993,0.011508,0.296215,0.004252,1.927708,0
0.02051,5.940196,0.287128,0.421463,0.099825,0.231791,0.32805,0.473937,0.322585,-0.041965,1.274158,0.014164,5.362642,0.118591,0.372075,0.001124,0.003601,0.22241,0.004043,2.122252,0
0.021791,6.264737,0.623776,0.724024,-0.325679,-0.308826,0.466534,0.777638,0.502237,-0.226932,1.26908,0.013426,3.660665,0.085517,0.274164,0.00497,0.01523,0.071638,0.004228,1.971323,0
0.016809,5.876056,0.947952,0.619429,0.306138,0.200845,0.371716,0.649941,0.354361,0.042101,1.208599,0.013428,3.923508,0.063842,0.204108,0.002605,0.006004,0.133875,0.003968,2.211491,0
0.018119,6.744304,0.143782,0.189767,-0.01756,0.312411,0.758625,1.236495,0.921726,0.468954,1.199396,0.01186,3.898873,0.086664,0.22407,0.003616,0.010104,0.450717,0.004055,2.023532,0
0.017559,6.274516,0.750154,0.293682,-0.106328,0.35301,0.490386,1.074917,1.078299,0.34932,1.220063,0.011464,3.744072,0.08442,0.252846,0.003459,0.009346,0.214899,0.003914,2.058395,0
0.01614,6.26372,0.195472,0.887015,0.312303,0.334952,0.466208,0.636806,0.630905,-0.037197,1.215651,0.012482,3.888722,0.085469,0.244947,0.002885,0.010788,0.082355,0.003915,2.006063,0
0.017494,5.8954,0.347608,0.700019,0.175028,0.267314,0.491648,1.175774,1.079734,0.110831,1.194584,0.014664,4.273484,0.069073,0.18968,0.002331,0.008158,0.131951,0.003945,2.011562,0
0.016134,6.334021,0.361813,0.485666,-0.101501,0.164336,0.35172,0.963708,0.545975,0.250194,1.264228,0.010089,3.688637,0.057094,0.175755,0.002319,0.009082,0.094337,0.00398,1.905884,0
0.016779,6.918785,0.46335,0.406842,0.00437,0.088606,0.078165,0.659464,0.633706,0.140012,1.296269,0.007778,3.431443,0.078729,0.236153,0.003272,0.011248,0.104088,0.003911,1.936993,0
0.015681,5.709136,0.850356,0.533766,0.645222,0.257067,-0.068496,0.873853,0.856016,0.134642,1.225774,0.016486,4.206293,0.082019,0.229314,0.00206,0.006586,0.126035,0.004052,2.057454,0
0.015628,6.723196,0.07936,0.916062,0.583527,0.880708,0.846125,0.941601,0.590628,0.070599,1.218527,0.008429,4.202928,0.080894,0.240724,0.002033,0.007139,0.483553,0.00405,1.941144,0
0.015313,7.453824,-0.263647,0.780032,0.333936,0.783943,0.545649,0.808282,0.720828,0.240937,1.215801,0.032056,4.204138,0.078576,0.207401,0.002033,0.007192,0.368626,0.004068,1.838191,0
0.016558,7.250297,0.494396,0.765058,-0.318136,0.340326,0.425231,0.456327,0.469988,0.105741,1.263679,0.025088,4.748068,0.109776,0.338617,0.001215,0.004516,0.185455,0.004071,2.013767,0
0.015744,6.230958,0.479112,0.213169,-0.131884,0.187999,0.241174,1.245584,1.248791,0.166877,1.239025,0.008196,3.942842,0.065813,0.190601,0.001984,0.005933,0.146557,0.004044,2.067075,0
0.017567,6.625861,0.361194,0.194128,-0.082841,0.128675,0.271448,0.464246,0.724699,0.90634,1.30959,0.010141,3.567755,0.065969,0.228444,0.003366,0.0098,0.168322,0.003899,1.83628,0
0.016002,6.93013,0.122833,0.415819,-0.025447,0.102468,-0.024909,0.365521,0.522022,0.592432,1.309651,0.012021,3.937879,0.050469,0.19774,0.001825,0.003566,0.063815,0.004124,1.708397,0
0.020334,5.873875,1.161488,-0.05752,-0.418444,0.060404,0.288784,0.841097,0.746514,0.117982,1.27859,0.012418,3.960222,0.083975,0.261254,0.003928,0.010157,0.182049,0.004251,2.065008,0
0.017964,5.906889,0.720133,0.461343,-0.120796,0.617545,0.825828,0.944277,0.71542,0.162184,1.183676,0.014662,4.281174,0.065846,0.16003,0.002834,0.008613,0.240603,0.004008,2.213893,0
0.02454,5.92063,0.598073,0.537484,0.333365,0.074506,0.080893,0.271482,0.429,0.149138,1.27683,0.018875,3.800935,0.084287,0.356182,0.005763,0.016548,0.083206,0.005347,2.082738,0
0.019154,6.058213,0.368026,0.907825,0.295209,-0.195408,0.502126,1.372829,0.552132,-0.313108,1.2095,0.017357,4.185397,0.071786,0.200612,0.003427,0.01215,0.486948,0.004022,2.228222,0
0.018357,6.628173,0.656696,0.167776,-0.145434,0.202978,0.095105,0.435062,0.517126,0.510483,1.309749,0.011647,3.64822,0.072271,0.285885,0.003289,0.009172,0.269806,0.0041,1.757029,0
0.020751,5.552487,0.831907,0.940077,-0.15037,-0.336295,0.404085,0.885352,0.409664,0.058327,1.221694,0.013833,4.284178,0.088118,0.195217,0.003651,0.009369,0.048059,0.004619,2.111494,0
0.026811,5.832976,0.76372,0.110472,0.103907,0.130017,0.169069,0.57497,0.450407,0.050505,1.325431,0.018133,3.819749,0.100498,0.506573,0.006324,0.016312,0.311008,0.007619,2.02224,0
0.016756,5.988551,0.784936,0.439867,-0.287523,0.459504,0.952486,0.889152,0.805982,0.065445,1.198138,0.011904,4.610783,0.06984,0.188654,0.001753,0.005698,0.129431,0.003995,2.050022,0
0.016048,6.231564,0.860655,0.957196,0.048392,0.059416,0.302522,0.907507,0.915052,0.407564,1.228069,0.008366,4.010893,0.062563,0.175085,0.002393,0.006588,0.231042,0.003981,2.098783,0
0.018764,6.408601,0.428975,0.145564,-0.14819,0.124981,0.34022,0.462964,0.766635,0.734702,1.301651,0.011961,3.555915,0.061237,0.193593,0.003713,0.011097,0.116345,0.003984,1.836319,0
0.016877,6.87939,0.177609,0.439862,0.091931,0.133438,0.857843,1.5413,1.027008,-0.09084,1.215596,0.009212,3.872421,0.078486,0.18997,0.003189,0.009773,0.32006,0.003872,2.029337,0
0.018824,5.847295,0.497046,0.800355,0.359605,0.12459,0.241225,0.738716,0.677002,0.020637,1.221215,0.015333,3.876925,0.074742,0.231729,0.003297,0.008593,0.105296,0.004865,2.079405,0
0.022951,5.722602,1.126122,0.621594,-0.342927,0.295744,0.948004,1.028884,0.68412,0.28336,1.298675,0.017127,4.330652,0.190643,0.417454,0.004803,0.01078,0.38579,0.004379,2.251622,0
0.018521,5.608678,0.913957,0.787378,0.052055,0.059249,0.417993,0.502261,0.813221,0.302477,1.248122,0.016303,4.200534,0.090794,0.236545,0.003217,0.008283,0.115163,0.004101,2.10775,0
0.017476,6.834965,0.435262,0.168603,-0.073737,-0.044815,-0.011957,0.470081,0.637882,0.732511,1.282091,0.009495,3.476476,0.067914,0.242962,0.002985,0.007603,0.194934,0.003522,1.549818,0
0.016018,6.042397,0.649439,0.658338,0.410755,0.424813,0.438626,0.746361,0.530685,0.047152,1.255125,0.010484,3.891698,0.073801,0.22347,0.002348,0.00716,0.091423,0.003976,2.009182,0
0.01722,6.665738,0.465764,0.3751,-0.037514,0.065248,-0.010854,0.21206,0.461664,0.62759,1.30662,0.020603,3.712146,0.061233,0.259591,0.002459,0.004345,0.189888,0.004104,1.735895,0
0.015833,6.056764,0.730146,0.237104,-0.03062,0.213577,0.633941,1.016596,0.492558,-0.051981,1.238047,0.008759,4.190276,0.059849,0.171771,0.001456,0.005237,0.165846,0.003878,2.085241,0
0.017633,6.527435,0.625285,0.6606,0.149234,-0.094823,-0.103473,0.778159,0.7422,0.400478,1.306369,0.008142,3.57465,0.066289,0.219342,0.003056,0.010976,0.32801,0.003678,1.958905,0
0.020617,6.48916,0.743649,0.296862,0.083788,0.105949,0.064406,0.762965,0.967826,0.497995,1.327484,0.012129,3.485461,0.083741,0.26695,0.004292,0.011228,0.221805,0.004158,1.828561,0
0.018953,6.111904,0.925066,-0.049243,-0.218403,0.003395,0.177816,0.745682,0.641009,0.57465,1.296426,0.010754,3.782912,0.062051,0.24481,0.003181,0.008675,0.047464,0.003608,1.909408,0
0.016947,6.228873,0.847079,0.401206,-0.000676,0.297459,0.56288,0.554269,0.255069,0.043474,1.279449,0.012485,3.973625,0.077407,0.241089,0.002318,0.007088,0.195362,0.004269,2.029051,0
0.016367,6.441466,0.489425,0.209965,0.218814,0.626874,0.597601,0.953525,0.785065,0.218241,1.206793,0.008088,4.003714,0.080714,0.204528,0.002543,0.007947,0.261245,0.003578,1.95476,0
0.01726,6.318288,1.092833,0.452348,0.210074,0.102637,0.591191,0.955974,0.67377,-0.10929,1.223308,0.009614,4.910294,0.097442,0.231554,0.001522,0.006425,0.314187,0.004076,2.009074,0
0.016831,5.674523,0.763492,0.420549,0.127101,0.200658,0.47204,0.765043,0.8978,0.165007,1.219456,0.008134,4.008339,0.077433,0.212982,0.002455,0.008471,0.177397,0.003706,1.982957,0
0.020445,5.86659,0.208607,0.649328,-0.190074,0.436677,0.735689,0.8556,0.543495,0.103042,1.226416,0.017027,4.420354,0.07102,0.209916,0.003588,0.009631,0.406679,0.003868,2.190779,0
0.019687,5.77331,0.769154,0.513047,-0.273838,-0.264594,0.084718,0.58215,0.931241,0.310877,1.258104,0.013866,3.874383,0.089986,0.29026,0.003534,0.011309,0.089024,0.003867,1.956368,0
0.019349,5.865741,1.041871,0.243273,-0.153209,-0.102284,0.196174,0.464464,0.446276,0.059799,1.338307,0.011285,3.857811,0.092364,0.527836,0.00309,0.008603,0.503856,0.004165,1.83913,0
0.016484,5.94787,0.856829,0.442544,0.202571,0.575278,0.579761,0.599809,0.40272,0.106646,1.242593,0.012007,3.9764,0.064434,0.194575,0.002207,0.007151,0.060611,0.004248,2.035146,0
0.015585,6.318706,0.672126,0.545707,-0.000299,0.50512,0.751742,0.619448,0.623374,0.270952,1.207323,0.019196,3.812916,0.065498,0.191757,0.002104,0.005707,0.145025,0.003693,2.031609,0
0.015761,6.182818,0.587925,0.734015,-0.096782,-0.125142,0.393836,1.003189,0.871291,0.169594,1.240429,0.009328,4.022671,0.065398,0.194987,0.002007,0.006838,0.065812,0.003728,1.955866,0
0.019435,5.541939,1.059097,0.93953,0.042627,-0.311344,0.128535,0.641719,0.594596,0.285844,1.230488,0.014878,4.002392,0.076212,0.214482,0.003477,0.009459,0.223473,0.004662,2.2005,0
0.016389,5.957695,0.565282,0.50335,0.119101,0.024472,0.269993,0.800387,0.766274,0.030333,1.271438,0.012875,3.880383,0.068439,0.1979,0.002471,0.008414,0.058749,0.00413,1.974065,0
0.016093,6.231375,1.427399,0.161087,0.265624,0.381786,0.61771,1.060205,0.793474,0.170689,1.212586,0.013578,4.56042,0.083267,0.169901,0.001611,0.006531,0.3652,0.003714,2.157457,0
0.015672,5.719404,0.470243,0.628123,-0.010169,0.452058,0.781121,0.600532,0.605291,0.329114,1.22317,0.020379,4.403039,0.074743,0.224754,0.001622,0.004717,0.187501,0.003716,2.043455,0
0.015264,5.920902,1.01611,0.650414,0.215423,-0.048205,-0.028396,0.723691,1.08313,0.305237,1.25226,0.011434,3.912315,0.078639,0.230488,0.002049,0.006377,0.036409,0.003752,2.087678,0
0.016137,6.361795,1.15653,0.478501,0.071052,0.452478,0.469353,0.909526,0.690275,-0.006137,1.229119,0.009548,4.568304,0.079737,0.204907,0.001574,0.005146,0.226916,0.004187,1.98443,0
0.017641,5.701449,0.87228,0.526744,-0.131269,-0.199787,0.176842,0.686147,0.886199,0.360125,1.255855,0.013273,3.957361,0.077791,0.221627,0.00286,0.009454,0.029526,0.003933,2.026927,0
0.015396,6.672286,0.301429,0.348841,0.017764,0.516512,0.685621,0.667932,0.407104,0.125857,1.230273,0.006646,4.827159,0.071913,0.20985,0.001003,0.003537,0.288693,0.003836,2.083778,0
0.017293,6.054283,0.739047,0.977468,-0.025799,-0.04492,0.442481,0.999507,0.787427,0.299195,1.214109,0.019426,3.989056,0.067199,0.187119,0.002934,0.008798,0.143726,0.003863,2.132131,0
0.014899,6.105574,0.897572,0.529137,-0.034901,0.161862,0.237114,0.52823,0.964725,0.655791,1.239229,0.006835,4.036712,0.065044,0.201566,0.001732,0.005636,0.138233,0.003779,2.029722,0
0.020496,6.418593,0.743172,0.380709,0.150029,-0.047521,-0.182971,0.326729,0.509254,0.478867,1.32911,0.019984,3.594868,0.084191,0.415618,0.003561,0.008893,0.508588,0.004754,1.689448,0
0.021152,6.429564,0.655928,0.51413,0.170641,0.133598,0.084165,0.520777,0.079859,-0.011869,1.344666,0.016693,3.733935,0.0913,0.498316,0.00425,0.011079,0.272681,0.004677,1.979826,0
0.020403,5.726107,0.407057,0.645259,0.374409,0.412386,0.466864,0.672555,0.364431,0.127315,1.28139,0.015974,3.768389,0.061494,0.219444,0.004244,0.013265,0.080285,0.004345,2.071875,0
0.015979,6.273327,0.923007,0.305337,-0.033584,0.03352,0.359623,0.807263,0.578636,0.261112,1.283092,0.012057,3.87055,0.066181,0.242119,0.002143,0.006463,0.196503,0.004004,2.013324,0
0.017491,6.692888,0.982275,0.06854,0.336951,0.515131,0.058321,-0.370365,0.179041,0.824945,1.356402,0.007716,3.517842,0.083203,0.412475,0.002929,0.007356,0.41563,0.003667,1.651467,0
0.016507,6.022274,0.905818,0.505685,-0.04583,0.093621,0.131426,0.807142,0.526737,0.058543,1.259145,0.010665,4.019636,0.06915,0.215428,0.002247,0.00765,0.072212,0.003858,1.997671,0
0.017234,6.460738,0.429162,0.478405,0.215995,0.128766,0.596967,0.983865,1.089212,0.546614,1.200627,0.01414,3.957521,0.051572,0.158845,0.002977,0.008941,0.364836,0.003823,2.052586,0
0.015075,5.760208,0.993339,0.811752,0.133619,0.193193,0.037576,0.698007,1.003709,0.197623,1.240808,0.029143,4.252466,0.071604,0.211569,0.001594,0.00499,0.093553,0.003815,2.0166,0
0.019425,5.605972,0.707846,0.766587,0.193467,-0.042379,0.427498,1.194612,1.143978,-0.091249,1.21073,0.016384,4.099285,0.067509,0.178215,0.003497,0.010745,0.039853,0.004151,2.156581,0
0.019922,6.595992,0.647386,0.768042,0.098867,-0.044502,-0.064988,0.039813,0.363223,0.2802,1.394492,0.009946,3.581002,0.101694,0.517656,0.003691,0.010395,0.438768,0.00426,1.857234,0
0.016466,6.581388,0.412019,0.394748,0.135342,0.26725,0.189298,0.72791,0.702854,0.518502,1.281486,0.01144,3.545939,0.072057,0.236389,0.002661,0.009495,0.294142,0.003614,1.996031,0
0.016955,6.780234,0.608081,0.43265,0.289573,0.190473,0.171481,0.470271,0.369897,-0.133993,1.339177,0.011084,3.667992,0.079049,0.356254,0.002762,0.007954,0.376921,0.003648,1.864893,0
0.015872,6.670373,0.50674,0.372861,0.11392,0.213803,-0.035629,0.489564,0.529853,0.289986,1.32014,0.009361,3.635949,0.07765,0.290414,0.002282,0.007028,0.385844,0.003674,1.926421,0
0.015401,6.455599,0.578111,0.636419,0.247798,0.167707,0.094651,0.543483,0.542511,0.347883,1.308937,0.008324,3.790197,0.065198,0.232031,0.001822,0.006669,0.385717,0.003724,1.900493,0
0.017577,6.511996,0.5661,0.219677,-0.252096,0.26642,0.386562,0.371575,0.576779,0.58647,1.276348,0.006787,3.510072,0.064222,0.200567,0.003115,0.010721,0.031374,0.00355,1.828188,0
0.022054,5.495671,0.764967,0.683313,-0.149891,-0.184264,0.743474,1.207832,0.526019,0.038171,1.205979,0.015449,4.306281,0.061844,0.136879,0.004048,0.011907,0.201283,0.00479,2.091583,0
0.019239,5.867264,0.884956,0.642961,-0.040232,0.193275,0.179841,0.843719,0.65213,0.225397,1.23886,0.01478,3.837468,0.065444,0.194024,0.003692,0.009868,0.084878,0.004422,2.046061,0
0.016615,5.875284,0.997348,0.236637,-0.118964,0.327493,0.307292,0.734968,0.706107,0.204728,1.276071,0.012673,3.873109,0.068568,0.224265,0.002398,0.007727,0.238933,0.003769,2.179019,0
0.015281,6.76617,0.30196,0.569463,0.490732,0.317506,0.532013,0.765504,0.74077,0.329355,1.26955,0.021621,3.661116,0.073162,0.223616,0.002152,0.008702,0.068088,0.003695,1.907556,0
0.015981,6.164784,1.102602,0.325392,0.111483,0.209545,0.175088,0.824125,0.622458,0.433559,1.269859,0.016849,3.965288,0.059303,0.204577,0.002113,0.006919,0.054659,0.004071,2.109411,0
0.014785,6.675826,0.526938,0.83504,0.068978,-0.100061,0.437759,0.626231,0.442235,0.134927,1.256383,0.027583,3.790439,0.064997,0.215602,0.001969,0.007092,0.07593,0.003776,1.923024,0
0.022386,7.635554,-0.122992,-0.17523,-0.654207,-0.691811,-0.197123,0.169945,0.001386,-0.445527,1.549478,0.024039,3.276575,0.113565,1.084005,0.001988,0.003662,0.128206,0.003514,1.301033,1
0.023201,6.960591,-0.176075,0.432893,-0.236663,-0.175493,-0.131151,0.274532,-0.296109,-0.224127,1.427223,0.006105,3.504285,0.112012,0.696124,0.004679,0.013702,0.226829,0.003646,1.631125,1
0.021353,7.505743,-0.285606,0.190709,0.04859,-0.103464,-0.227622,0.027796,-0.104201,-0.484764,1.429829,0.005597,2.79393,0.112074,1.126449,0.004781,0.010616,0.198473,0.004732,1.411854,1
0.02129,7.017417,-0.376986,0.507043,-0.012322,-0.330607,-0.283755,0.218772,0.091267,-0.3776,1.377284,0.00376,3.247188,0.117223,0.803143,0.003749,0.010235,0.242942,0.004011,1.431472,1
0.026249,6.872599,-0.561933,-0.176645,0.15539,-0.149409,-0.343084,-0.035782,0.059496,-0.114746,1.461809,0.006113,3.507513,0.084645,0.556247,0.002469,0.007578,0.147029,0.003665,1.519526,1
0.023957,7.797292,-0.589604,-0.030671,-0.485906,-0.488641,0.287481,0.590396,0.155506,-0.615347,1.391194,0.007607,3.656612,0.12898,1.375162,0.002506,0.006175,0.100286,0.003725,1.61529,1
0.024782,7.25634,-0.318166,0.495344,-0.14455,-0.217263,-0.172777,0.139339,-0.240669,-0.460248,1.510476,0.00752,3.513807,0.161937,0.9732,0.005868,0.014866,0.033882,0.003168,1.642125,1
0.025217,6.621055,0.282586,-0.32756,-0.073286,-0.298044,-0.392449,0.261924,0.225263,-0.387076,1.428226,0.004996,3.48459,0.098374,0.949648,0.000951,0.003357,0.202227,0.004253,1.630613,1
0.021826,7.382732,-0.092801,0.347583,0.270707,-0.022261,-0.015307,0.351705,-0.513355,-0.561477,1.422928,0.003744,3.48342,0.168302,1.008469,0.004716,0.008732,0.022476,0.003527,1.708842,1
0.025701,6.503058,-0.449046,0.3076,-0.346824,-0.607189,0.102534,0.470917,0.334565,-0.268571,1.461125,0.006883,3.59116,0.180418,0.811973,0.005215,0.014063,0.081982,0.003343,1.813236,1
0.022869,7.419042,0.069568,-0.342639,-0.740347,-0.419688,-0.040068,0.029704,0.242579,-0.318433,1.494168,0.004535,3.452231,0.108069,0.940383,0.001343,0.003176,0.101722,0.003401,1.305097,1
0.023353,7.476969,-0.616756,0.326764,-0.168999,-0.290725,0.407075,0.467047,-0.239238,-0.39854,1.313376,0.004616,3.694992,0.069809,0.435839,0.003233,0.007803,0.123301,0.003585,1.618931,1
0.024798,6.968443,-0.591458,0.050046,-0.441089,-0.297452,-0.045299,0.06136,-0.128495,-0.413558,1.546448,0.006061,3.849583,0.14841,1.104776,0.001041,0.004411,0.104108,0.003697,1.699929,1
0.020025,7.685834,0.039091,0.084534,0.187608,-0.082672,-0.203686,-0.007751,-0.049968,-0.106111,1.418013,0.00586,3.283307,0.132536,0.905098,0.004588,0.008421,0.085099,0.003163,1.411281,1
0.019106,7.344942,0.416611,0.333006,0.132567,0.069819,-0.2198,-0.233786,-0.386729,-0.477671,1.436797,0.006603,3.103274,0.144262,1.093947,0.004085,0.006995,0.225169,0.003651,1.533978,1
0.02045,7.036468,-0.28815,0.788211,0.177198,-0.332242,-0.188267,0.306035,-0.164943,-0.344735,1.316855,0.008193,3.373343,0.114349,0.629353,0.004995,0.01147,0.048903,0.003603,1.708286,1
0.022403,7.31249,-0.4553,0.144606,-0.668553,-0.742669,-0.1449,0.249722,-0.190085,-0.64554,1.530393,0.004112,3.059738,0.124609,1.562191,0.002974,0.006754,0.536442,0.003862,1.362746,1
0.02233,7.321288,0.181137,-0.610271,-0.607167,0.06542,0.139377,-0.03678,-0.062301,-0.068771,1.439897,0.006986,3.314208,0.108917,0.898501,0.002201,0.004666,0.123725,0.003939,1.398559,1
0.024639,6.33867,-0.030069,-0.347333,-0.597453,-0.434196,0.240727,0.331116,0.176699,-0.066365,1.509355,0.007942,3.651867,0.1722,0.797059,0.002596,0.007741,0.06476,0.003472,1.772087,1
0.023522,7.937697,-0.115766,-0.182263,-0.710709,-0.480859,0.218808,0.663444,0.001528,-0.394337,1.408333,0.017743,3.545983,0.108063,1.142559,0.00176,0.002965,0.073868,0.00368,1.528125,1
0.047619,5.062995,-0.830181,0.048386,0.140141,0.159639,-0.103266,0.215593,-0.277411,-0.562664,1.38721,0.019743,3.993212,0.127449,0.414368,0.012103,0.043268,0.076222,0.005694,1.728538,1
0.024313,6.907199,-0.2421,-0.032382,-0.52711,-0.424983,-0.203675,0.106396,0.085957,-0.212066,1.507521,0.009666,3.482012,0.118234,1.079816,0.002549,0.007818,0.078756,0.003833,1.449742,1
0.025046,6.445015,-0.156709,-0.08343,-0.571088,-0.495417,0.029322,0.103223,0.13292,-0.346404,1.515939,0.005075,3.797649,0.151952,1.083006,0.001557,0.003416,0.118014,0.003612,1.710377,1
0.023089,7.181437,0.035533,0.436551,-0.03511,-0.173066,-0.15158,0.15343,-0.075454,-0.739518,1.443312,0.009209,3.405063,0.129051,0.827313,0.005686,0.013684,0.079576,0.003829,1.573165,1
0.021958,7.398673,0.34298,-0.638903,-0.650752,0.044886,0.306254,-0.025845,-0.102064,-0.074408,1.444424,0.004384,3.289801,0.114763,0.970077,0.002015,0.003665,0.100395,0.003937,1.415948,1
0.02239,6.947609,0.352107,-0.110934,-0.116597,-0.025514,0.001859,0.158918,0.258411,-0.134959,1.365538,0.009635,3.4814,0.133602,0.523404,0.00179,0.003035,0.049315,0.003671,1.687715,1
0.021077,7.412985,0.013539,0.499987,0.069275,-0.365169,-0.259884,0.248493,-0.379223,-0.576139,1.433591,0.006978,3.204085,0.122234,0.910581,0.004639,0.011251,0.06642,0.003422,1.45696,1
0.028294,6.209203,-0.438728,-0.284858,-0.424665,-0.024814,-0.089308,0.365389,0.03469,-0.146926,1.472911,0.005901,3.556285,0.180532,0.854863,0.004149,0.00835,0.123282,0.003157,1.745951,1
0.022813,7.446604,0.068682,-0.243473,-0.447282,-0.629028,-0.423194,-0.010496,-0.058275,-0.211032,1.531563,0.005531,3.175644,0.112012,1.108962,0.002173,0.003549,0.166633,0.003579,1.303708,1
0.028243,7.648759,-0.797434,-0.049273,-0.386568,-0.598664,0.03241,0.294524,-0.028815,-0.202157,1.378224,0.006457,3.815355,0.113957,0.806385,0.000898,0.004045,0.072022,0.003686,1.666029,1
0.024653,7.630062,-0.48371,-0.287148,-0.705863,-0.080302,0.040162,0.369243,0.481029,-0.18403,1.588226,0.007121,3.52077,0.223496,1.128405,0.00419,0.006159,0.090627,0.003429,1.532721,1
0.027343,6.458804,-0.426708,-0.277513,-0.521093,-0.397421,-0.406873,0.299057,-0.064929,-0.247395,1.526251,0.012469,3.931311,0.140024,1.121111,0.001416,0.010505,0.10462,0.00362,1.623535,1
